MAE,RMSE,MMRE,PRED
3.294833195773329,5.269066973766909,3.1017329545103713,100.0
4.214829167954568,6.83047568986176,3.4650615888932688,100.0
4.730314696472041,6.839439886430829,2.7194706839699085,100.0
7.710465492769734,12.216136886443064,5.167136301940545,98.93617021276596
6.634140160534159,10.142592506201074,3.667383677288193,99.17525773195877
8.021063798831221,12.966008494921173,4.974903354072251,99.15397631133672
7.6268906019655285,12.834573069473542,3.7386047300167036,99.21875
4.28111167979988,8.52524694039555,2.9791762193868583,99.31428571428572
6.237333004187905,11.966818405298223,4.604345499788324,98.84393063583815
6.12960154748485,9.139081135832553,5.031140096459435,98.89400921658986
5.5035314851380965,9.055613806258178,4.203823804849798,98.94644424934152
6.237013306211647,9.409365115334587,3.7884600309237624,99.03769045709703
9.87567164970404,21.827484534465,4.54889390514761,98.87387387387388
3.356084052500795,5.3287508733250775,3.9874496060099784,98.79432624113475
2.763304502601403,3.8573398765185134,2.676747111133097,98.83720930232558
7.826654617741513,11.292966756246646,3.3965319540938688,98.87788778877888
4.606184213198419,7.255546397807056,4.077091055328832,98.95191122071517
9.915686986644188,16.02286121052834,6.455159817407107,98.73198847262248
8.690264120770564,16.85054325631786,4.511269621795539,98.75943905070119
5.855378388524557,8.96400473414227,5.113424351630051,98.76176324913324
5.343684569012056,8.652882875795774,3.793036262732359,98.77068557919621
7.767227960937712,12.34859813051415,3.721356387651022,98.79907621247112
4.299564001214072,9.187407987160693,2.7894631522790707,98.83720930232558
4.793902256860273,8.542202519368766,2.272462960805034,98.84297520661157
5.570353816051196,8.312517996035751,2.451615433492022,98.86822958771221
6.673235509132007,9.618417566224869,3.615945894046851,98.89108910891089
7.142968134596906,13.320537375548613,5.8493033442073346,98.79471228615864
8.275862469272724,14.528343251404468,5.747560509316707,98.68815592203897
9.467802807392363,14.494657213458554,6.644580275889495,98.64667154352597
4.301460922323843,6.541428105881323,3.6473411144898424,98.63750448189316
4.816683519703901,7.849063750247873,4.134449123546303,98.6869384934347
4.683618878339458,6.381922414614457,4.231730581390043,98.71099050203527
4.5064774495033655,7.864066986149523,4.200862175786527,98.70086608927382
4.412668803918139,6.779747364732382,5.142541553643474,98.68938401048493
6.658928751025556,10.114319045096858,4.920676601040645,98.70417193426043
4.4784674169399725,7.87301707159009,3.923047683699593,98.72472783825816
7.2693512554605375,10.871738246130858,4.91357229639425,98.71481028151776
7.18754916468096,10.972611889685652,5.623610771854075,98.73156342182891
7.919087423163908,13.276522675306339,4.479043343045426,98.72758820127241
