,MAE,RMSE,MMRE
0,13.72211456298828,13.72211456298828,37.68745532225547
1,244.69275665283203,244.69275665283203,80.22713332879738
2,17.807758331298828,17.807758331298828,44.51939582824707
3,42.44026947021485,42.44026947021485,36.58643919846107
4,32.39206123352051,32.39206123352051,186.9630601193
5,259.6628189086914,259.6628189086914,89.84872626598317
6,96.99952697753906,96.99952697753906,57.39616980919471
7,200.3869667053223,200.3869667053223,79.5186375814771
