MAE,RMSE,MMRE
42.440269470214844,42.440269470214844,36.58643919846107
32.39206123352051,32.39206123352051,186.96306011929997
259.6628189086914,259.6628189086914,89.84872626598317
96.99952697753906,96.99952697753906,57.39616980919471
200.38696670532227,200.38696670532227,79.5186375814771
