MAE,RMSE,MMRE,PRED
238.2238540649414,238.2238540649414,82.71661599477133,0.0
1.703142166137695,1.703142166137695,5.622256084066025,50.0
98.82808494567873,98.82808494567873,76.02160380436824,33.33333333333333
37.96595001220703,37.96595001220703,31.63829167683919,25.0
112.84864044189452,112.84864044189452,65.60967467552008,20.0
2.3839645385742188,2.3839645385742188,4.569318572406549,33.33333333333333
41.44711685180664,41.44711685180664,97.02122488000168,28.57142857142857
85.11793899536133,85.11793899536133,61.23592733479232,25.0
31.652496337890625,31.652496337890625,71.93749167702414,22.22222222222222
110.7548999786377,110.7548999786377,79.67978415729331,20.0
145.8184051513672,145.8184051513672,82.85136656327681,18.181818181818183
52.048133850097656,52.048133850097656,48.64311574775482,16.666666666666664
268.1116371154785,268.1116371154785,84.5778035064601,15.384615384615383
2.470375061035156,2.470375061035156,5.489722357855903,21.428571428571427
78.95578575134277,78.95578575134277,72.43650068930529,20.0
208.69769287109372,208.69769287109372,86.95737202962239,18.75
31.770172119140625,31.770172119140625,37.82163347516741,17.647058823529413
267.13818740844727,267.13818740844727,81.94422926639487,16.666666666666664
170.0365333557129,170.0365333557129,73.608888898577,15.789473684210526
92.12899017333984,92.12899017333984,55.49939167068665,15.0
256.65091705322266,256.65091705322266,83.87284871020348,14.285714285714285
296.422513961792,296.422513961792,90.92715152202209,13.636363636363637
19.528038024902344,19.528038024902344,36.163033379448784,13.043478260869565
124.10020446777344,124.10020446777344,68.94455803765192,12.5
0.2425613403320312,0.2425613403320312,0.8278896177556321,16.0
100.74636650085448,100.74636650085448,78.70809882879257,15.384615384615383
51.92152976989746,51.92152976989746,64.90191221237183,14.814814814814811
52.80065155029297,52.80065155029297,51.76534465714997,14.285714285714285
3.5229644775390625,3.5229644775390625,8.807411193847656,17.24137931034483
167.15858840942383,167.15858840942383,84.423529499709,16.666666666666664
13.793563842773438,13.793563842773438,20.899339155717332,19.35483870967742
15.898841857910156,15.898841857910156,33.12258720397949,18.75
93.44045829772949,93.44045829772949,75.35520830462056,18.181818181818183
51.45558166503906,51.45558166503906,65.13364767726463,17.647058823529413
86.10504150390625,86.10504150390625,60.637353171764964,17.142857142857142
60.454139709472656,60.454139709472656,66.43312055986006,16.666666666666664
14.875877380371094,14.875877380371094,121.34693214555325,16.216216216216218
143.71315383911133,143.71315383911133,70.44762443093693,15.789473684210526
42.622249603271484,42.622249603271484,54.64390974778396,15.384615384615385
49.85429000854492,49.85429000854492,193.2416309418387,15.0
77.08369636535645,77.08369636535645,72.72046826920419,14.634146341463413
81.71200561523438,81.71200561523438,71.05391792629077,14.285714285714285
30.74846076965332,30.74846076965332,134.71132998142326,13.953488372093023
210.1444320678711,210.1444320678711,79.2997856859891,13.636363636363635
163.2995719909668,163.2995719909668,76.30821121073214,13.333333333333334
68.88477516174316,68.88477516174316,69.58058097145774,13.043478260869565
375.973201751709,375.973201751709,93.99330043792725,12.76595744680851
14.439437866210938,14.439437866210938,36.098594665527344,12.5
168.84941482543945,168.84941482543945,84.84895217358766,12.244897959183673
215.3478660583496,215.3478660583496,87.53978295054861,12.0
89.47530746459961,89.47530746459961,70.45299800362173,11.76470588235294
69.91269302368164,69.91269302368164,54.19588606486949,11.538461538461538
80.40583610534668,80.40583610534668,73.09621464122425,11.320754716981133
39.09393310546875,39.09393310546875,40.30302382007088,11.11111111111111
194.29200744628906,194.29200744628906,85.96991479924296,10.909090909090908
79.80023193359375,79.80023193359375,71.89210084107545,10.714285714285714
221.55735778808594,221.55735778808594,80.8603495576956,10.526315789473683
168.79946899414062,168.79946899414062,74.69003052838082,10.344827586206897
59.19241714477539,59.19241714477539,67.26411039179023,10.16949152542373
